event_id,name,type,url,locale,start_date,end_date,timezone,status,span_multiple_days,venue_id
Z698xZ2qZa1pc,Cirque du Soleil: Corteo,event,https://www.ticketmaster.es/event/cirque-du-soleil-corteo-tickets/42413?language=en-us,en-us,2025-04-04,2025-04-04T18:30:00Z,Europe/Madrid,onsale,False,Z598xZ2qZe6d7
Z698xZ2qZa1jg,Morad,event,https://www.ticketmaster.es/event/morad-tickets/42805?language=en-us,en-us,2025-04-05,2025-04-05T19:00:00Z,Europe/Madrid,onsale,False,Z598xZ2qZ6Fde
Z698xZ2qZa1pS,Cirque du Soleil: Corteo,event,https://www.ticketmaster.es/event/cirque-du-soleil-corteo-tickets/42419?language=en-us,en-us,2025-04-05,2025-04-05T18:30:00Z,Europe/Madrid,onsale,False,Z598xZ2qZe6d7
Z698xZ2qZa1ps,Cirque du Soleil: Corteo,event,https://www.ticketmaster.es/event/cirque-du-soleil-corteo-tickets/42417?language=en-us,en-us,2025-04-05,2025-04-05T14:30:00Z,Europe/Madrid,onsale,False,Z598xZ2qZe6d7
Z698xZ2qZa1AR,Baby Lasagna - Meow Back Tour Spring 2025,event,https://www.ticketmaster.es/event/baby-lasagna-meow-back-tour-spring-2025-tickets/41327?language=en-us,en-us,2025-04-06,2025-04-06T18:30:00Z,Europe/Madrid,onsale,False,Z598xZ2qZ6aae
Z698xZ2qZa1h4,Lenny Kravitz - Blue Electric Light Tour 2025,event,https://www.ticketmaster.es/event/lenny-kravitz-blue-electric-light-tour-2025-tickets/42709?language=en-us,en-us,2025-04-06,2025-04-06T19:00:00Z,Europe/Madrid,onsale,False,Z198xZ2qZkek
Z698xZ2qZa1jP,Lenny Kravitz - Blue Electric Light Tour 2025 | Paquetes VIP,event,https://www.ticketmaster.es/event/lenny-kravitz-blue-electric-light-tour-2025-%7C-paquetes-vip-tickets/42789?language=en-us,en-us,2025-04-06,2025-04-06T19:00:00Z,Europe/Madrid,onsale,False,Z198xZ2qZkek
Z698xZ2qZa1pg,Cirque du Soleil: Corteo,event,https://www.ticketmaster.es/event/cirque-du-soleil-corteo-tickets/42421?language=en-us,en-us,2025-04-06,2025-04-06T14:30:00Z,Europe/Madrid,onsale,False,Z598xZ2qZe6d7
Z698xZ2qZa1As,Baby Lasagna - Meow Back Tour Spring 2025,event,https://www.ticketmaster.es/event/baby-lasagna-meow-back-tour-spring-2025-tickets/41329?language=en-us,en-us,2025-04-07,2025-04-07T18:30:00Z,Europe/Madrid,onsale,False,Z198xZ2qZd6k
Z698xZ2qZa19L,Queen Extravaganza: Celebrating 50 years of Bohemian Rhapsody | VIP,event,https://www.ticketmaster.es/event/queen-extravaganza-celebrating-50-years-of-bohemian-rhapsody-%7C-vip-tickets/42463?language=en-us,en-us,2025-04-10,2025-04-10T18:30:00Z,Europe/Madrid,onsale,False,Z198xZ2qZkeF
Z698xZ2qZa19q,Queen Extravaganza: Celebrating 50 years of Bohemian Rhapsody,event,https://www.ticketmaster.es/event/queen-extravaganza-celebrating-50-years-of-bohemian-rhapsody-tickets/42461?language=en-us,en-us,2025-04-10,2025-04-10T18:30:00Z,Europe/Madrid,onsale,False,Z198xZ2qZkeF
Z698xZ2qZa1hK,Lenny Kravitz - Blue Electric Light Tour 2025,event,https://www.ticketmaster.es/event/lenny-kravitz-blue-electric-light-tour-2025-tickets/42707?language=en-us,en-us,2025-04-10,2025-04-10T19:30:00Z,Europe/Madrid,onsale,False,Z598xZ2qZe6kF
Z698xZ2qZa1jt,Lenny Kravitz - Blue Electric Light Tour 2025 | Paquetes VIP,event,https://www.ticketmaster.es/event/lenny-kravitz-blue-electric-light-tour-2025-%7C-paquetes-vip-tickets/42793?language=en-us,en-us,2025-04-10,2025-04-10T19:30:00Z,Europe/Madrid,onsale,False,Z598xZ2qZe6kF
Z698xZ2qZa19N,Queen Extravaganza: Celebrating 50 years of Bohemian Rhapsody,event,https://www.ticketmaster.es/event/queen-extravaganza-celebrating-50-years-of-bohemian-rhapsody-tickets/42467?language=en-us,en-us,2025-04-11,2025-04-11T19:00:00Z,Europe/Madrid,onsale,False,Z198xZ2qZk6k
Z698xZ2qZa19P,Queen Extravaganza: Celebrating 50 years of Bohemian Rhapsody | VIP,event,https://www.ticketmaster.es/event/queen-extravaganza-celebrating-50-years-of-bohemian-rhapsody-%7C-vip-tickets/42469?language=en-us,en-us,2025-04-11,2025-04-11T19:00:00Z,Europe/Madrid,onsale,False,Z198xZ2qZk6k
Z698xZ2qZa1bN,Diego Torres - Mejor que ayer Tour,event,https://www.ticketmaster.es/event/diego-torres-mejor-que-ayer-tour-tickets/42531?language=en-us,en-us,2025-04-12,2025-04-12T19:00:00Z,Europe/Madrid,onsale,False,Z198xZ2qZkF1
Z698xZ2qZa1bc,Diego Torres - Mejor que ayer Tour | Paquetes VIP,event,https://www.ticketmaster.es/event/diego-torres-mejor-que-ayer-tour-%7C-paquetes-vip-tickets/42541?language=en-us,en-us,2025-04-12,2025-04-12T19:00:00Z,Europe/Madrid,onsale,False,Z198xZ2qZkF1
Z698xZ2qZa1h2,Lenny Kravitz - Blue Electric Light Tour 2025,event,https://www.ticketmaster.es/event/lenny-kravitz-blue-electric-light-tour-2025-tickets/42703?language=en-us,en-us,2025-04-12,2025-04-12T19:00:00Z,Europe/Madrid,onsale,False,Z598xZ2qZdAd1
Z698xZ2qZa1jD,Morad,event,https://www.ticketmaster.es/event/morad-tickets/42811?language=en-us,en-us,2025-04-12,2025-04-12T18:00:00Z,Europe/Madrid,onsale,False,Z598xZ2qZe6kF
Z698xZ2qZa1jl,Lenny Kravitz - Blue Electric Light Tour 2025 | Paquetes VIP,event,https://www.ticketmaster.es/event/lenny-kravitz-blue-electric-light-tour-2025-%7C-paquetes-vip-tickets/42795?language=en-us,en-us,2025-04-12,2025-04-12T19:00:00Z,Europe/Madrid,onsale,False,Z598xZ2qZdAd1
Z698xZ2qZa1bE,Diego Torres - Mejor que ayer Tour,event,https://www.ticketmaster.es/event/diego-torres-mejor-que-ayer-tour-tickets/42535?language=en-us,en-us,2025-04-14,2025-04-14T19:00:00Z,Europe/Madrid,onsale,False,Z198xZ2qZd6k
Z698xZ2qZa1bR,Diego Torres - Mejor que ayer Tour | Paquetes VIP,event,https://www.ticketmaster.es/event/diego-torres-mejor-que-ayer-tour-%7C-paquetes-vip-tickets/42543?language=en-us,en-us,2025-04-14,2025-04-14T19:00:00Z,Europe/Madrid,onsale,False,Z198xZ2qZd6k
