artist_name,artist_id,genre_name,genre_id,sub_genre_name,sub_genre_id,Genre
Lionel Richie,K8vZ91715SV,Rock,KnvZfZ7vAeA,Pop,KZazBEonSMnZfZ7v6F1,Rock/Pop
Lionel Richie,K8vZ91715SV,Rock,KnvZfZ7vAeA,Pop,KZazBEonSMnZfZ7v6F1,Rock/Pop
Duki,K8vZ917bvf7,Rock,KnvZfZ7vAeA,Pop,KZazBEonSMnZfZ7v6F1,Rock/Pop
Duki,K8vZ917bvf7,Rock,KnvZfZ7vAeA,Pop,KZazBEonSMnZfZ7v6F1,Rock/Pop
Duki,K8vZ917bvf7,Rock,KnvZfZ7vAeA,Pop,KZazBEonSMnZfZ7v6F1,Rock/Pop
Duki,K8vZ917bvf7,Rock,KnvZfZ7vAeA,Pop,KZazBEonSMnZfZ7v6F1,Rock/Pop
Duki,K8vZ917bvf7,Rock,KnvZfZ7vAeA,Pop,KZazBEonSMnZfZ7v6F1,Rock/Pop
Jamiroquai,K8vZ9171hN7,Rock,KnvZfZ7vAeA,Pop,KZazBEonSMnZfZ7v6F1,Rock/Pop
Jamiroquai,K8vZ9171hN7,Rock,KnvZfZ7vAeA,Pop,KZazBEonSMnZfZ7v6F1,Rock/Pop
OneRepublic,K8vZ917Gah0,Rock,KnvZfZ7vAeA,Pop,KZazBEonSMnZfZ7v6F1,Rock/Pop
OneRepublic,K8vZ917Gah0,Rock,KnvZfZ7vAeA,Pop,KZazBEonSMnZfZ7v6F1,Rock/Pop
